step,"[0,0,0]","[0,1,0]","[1,0,0]","[1,1,0]","[1,1,1]",proliferation_rate,death_rate,mutation_rate,fitness,scenario,treatment,seed
344,105,3,8,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
345,105,3,8,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
346,108,3,8,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
347,107,3,8,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
348,108,3,7,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
349,108,3,6,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
350,107,3,6,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
351,110,3,6,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
352,108,2,6,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
353,106,2,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
354,108,2,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
355,107,2,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
356,106,2,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
357,104,2,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
358,107,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
359,105,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
360,106,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
361,106,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
362,108,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
363,108,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
364,110,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
365,112,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
366,108,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
367,109,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
368,108,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
369,106,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
370,106,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
371,109,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
372,107,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
373,113,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
374,115,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
375,114,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
376,116,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
377,117,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
378,121,1,5,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
379,119,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
380,117,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
381,118,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
382,119,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
383,120,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
384,121,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
385,123,1,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
386,124,1,3,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
387,125,1,3,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
388,127,1,3,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
389,127,2,3,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
390,128,2,3,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
391,128,2,3,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
392,128,2,3,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
393,133,2,4,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
394,135,2,6,0,0,0.015,"Dict{Vector{Int64}, Real}([0, 1, 0] => 1.2, [1, 0, 0] => 1.3, [0, 0, 0] => 1, [1, 1, 1] => 1.2, [1, 1, 0] => 1.5)","Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)",0.027,0.01,3,"TumorSim.Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
