step,current_size,treatment,scenario
500,305,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
501,301,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
502,305,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
503,311,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
504,310,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
505,314,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
506,313,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
507,307,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
508,302,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
509,303,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
510,305,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
511,307,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
512,308,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
513,314,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
514,315,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
515,310,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
516,310,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
517,315,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
518,316,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
519,321,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
520,326,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
521,331,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
522,333,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
523,336,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
524,336,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
525,339,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
526,338,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
527,344,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
528,351,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
529,360,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
530,363,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
531,365,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
532,366,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
533,367,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
534,369,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
535,374,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
536,377,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
537,379,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
538,384,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
539,387,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
540,391,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
541,388,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
542,388,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
543,387,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
544,390,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
545,396,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
546,399,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
547,394,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
548,395,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
549,401,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
550,397,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
551,401,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
552,406,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
553,408,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
554,416,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
555,426,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
556,432,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
557,434,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
558,437,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
559,437,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
560,438,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
561,436,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
562,441,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
563,449,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
564,453,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
565,453,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
566,453,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
567,453,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
568,456,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
569,461,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
570,462,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
571,467,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
572,470,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
573,472,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
574,479,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
575,482,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
576,483,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
577,488,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
578,491,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
579,494,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
580,498,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
581,504,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
582,510,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
583,509,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
584,503,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
585,505,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
586,497,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
587,497,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
588,498,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
589,494,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
590,492,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
591,490,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
592,500,"Treatment(3000, 2000, 1000, 3, Float16(0.75), false, false)","Scenario(1000, 1000, 1, [(501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1), (501, 501, 1)], Any[])"
